,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,0.92,0.0,1.9,0.17,0.0,0.0,773.0,1.0,True
1,6.4,37.0,1.49,0.3,7.3,0.93,705.0,103.0,True
2,0.0,55.0,1.73,0.0,0.0,37.0,451.0,0.0,True
3,9.29,68.0,2.63,0.29,27.43,0.8,905.0,22.0,False
4,7.86,69.0,1.63,0.29,14.07,0.32,832.0,7.0,True
5,5.43,1.0,2.59,0.1,31.37,0.5,1220.0,204.0,True
6,13.55,10.0,2.5,0.36,11.73,0.67,1052.0,209.0,False
7,21.71,0.0,1.84,0.71,1.14,0.0,648.0,19.0,True
8,21.43,28.0,1.91,0.71,35.71,1.0,534.0,345.0,True
9,20.24,28.0,2.09,0.59,1.65,2.0,746.0,78.0,True
10,0.0,8.0,2.26,0.0,0.0,6.0,603.0,0.0,True
11,0.0,152.0,1.57,0.0,0.0,110.0,748.0,0.0,True
12,33.67,52.0,2.26,0.75,15.5,1.0,490.0,81.0,True
13,30.45,66.0,2.74,0.73,0.0,2.0,531.0,0.0,True
14,29.58,71.0,2.63,0.75,4.17,0.4,742.0,3.0,True
15,40.12,76.0,2.28,1.0,0.0,0.5,563.0,0.0,True
16,45.0,19.0,2.46,0.75,8.42,0.5,755.0,50.0,True
17,39.62,139.0,2.65,0.69,29.0,1.0,526.0,150.0,True
18,44.4,67.5,2.26,1.5,1.7,0.49,456.0,35.0,True
19,21.8,70.5,2.02,2.6,9.8,0.49,313.0,150.0,True
20,20.57,26.0,2.37,2.0,47.71,14.0,517.0,89.0,False
21,3.75,67.5,2.7,0.62,29.75,1.0,708.0,4.0,True
22,35.8,69.5,1.72,2.8,23.2,76.0,340.0,24.0,False
23,56.9,71.5,2.09,1.5,21.5,0.99,686.0,45.0,True
24,50.29,79.0,1.95,2.29,47.71,92.0,255.0,49.0,True
25,2.86,1.0,2.2,1.0,13.86,1.0,1050.0,34.0,True
26,20.22,20.0,2.52,1.89,11.78,0.79,457.0,132.0,False
27,42.4,5.0,1.82,1.7,13.9,0.6,469.0,90.0,True
28,18.92,13.5,2.32,1.31,7.0,0.13,484.0,22.0,True
29,8.11,87.0,1.81,0.74,0.53,53.0,491.0,0.0,True
30,21.0,87.5,2.47,1.88,3.75,1.03,421.0,25.0,True
31,8.5,91.5,1.94,1.4,48.9,0.0,489.0,2.0,True
32,24.56,96.0,2.38,2.0,15.33,0.06,987.0,143.0,False
33,23.67,102.5,1.35,5.0,2.0,33.0,624.0,199.0,True
34,52.25,39.0,2.33,2.38,14.75,0.71,341.0,79.0,False
35,53.33,107.0,2.39,1.5,1.5,0.39,1339.0,1.0,True
36,48.75,114.0,1.81,2.38,32.0,76.0,665.0,34.0,True
37,50.6,70.0,2.41,1.9,10.0,54.0,379.0,51.0,False
38,22.11,79.0,1.65,1.89,15.89,59.0,733.0,1.0,False
39,6.31,82.5,1.74,1.0,37.08,62.0,782.0,56.0,True
40,0.67,223.5,2.17,0.17,2.67,142.0,495.0,204.0,True
41,1.83,20.6,2.14,0.33,4.67,17.0,628.0,130.0,True
42,2.89,23.6,1.7,0.22,13.78,20.0,429.0,46.0,False
43,35.78,37.0,2.75,2.33,27.22,0.29,638.0,221.0,False
44,1.86,22.0,2.34,0.19,14.57,21.0,708.0,77.0,False
45,3.5,49.0,1.61,0.25,0.0,39.0,454.0,1.0,True
46,2.86,54.0,1.52,0.14,1.29,43.0,413.0,28.0,True
47,15.67,43.0,2.15,1.78,13.11,26.0,243.0,199.0,True
48,14.43,77.0,2.23,2.0,15.0,0.23,273.0,36.0,False
49,21.15,80.0,2.7,1.46,5.46,41.0,520.0,284.0,True
50,7.5,115.0,1.85,1.17,7.17,88.0,848.0,4.0,True
51,7.2,126.0,1.73,1.2,38.6,96.0,207.0,185.0,True
52,83.86,119.0,2.01,3.86,25.29,0.94,935.0,253.0,True
53,30.78,10.0,1.96,2.56,22.33,9.0,821.0,37.0,True
54,29.36,34.5,2.39,1.79,10.86,0.76,900.0,51.0,True
55,33.62,11.0,2.47,1.92,6.77,10.0,643.0,9.0,False
56,38.2,37.5,2.6,1.73,13.73,0.84,946.0,64.0,True
57,10.4,5.0,2.14,0.8,29.0,5.0,570.0,56.0,True
58,43.43,128.0,1.92,3.57,3.57,0.0,373.0,42.0,True
59,4.29,126.0,2.79,0.71,16.29,0.0,967.0,45.0,False
